減損損失の測定単位は？,資産グループ（キャッシュ・フロー創出単位）です。,
のれんの耐用年数は日本基準で？,20年以内（定額法）です。,
持分法適用関連会社の持分は？,20%以上50%未満の議決権保有です。,
連結子会社の範囲は？,親会社が実質支配している会社です。,
内部統制報告書の対象会社は？,金融商品取引法適用会社（上場会社など）です。,
J-SOXの評価対象プロセスは？,財務報告に係る全社的・業務プロセス・IT全般統制です。,
監査法人の四半期レビューとは？,四半期決算の適正性をレビューすることです。,
適正意見が出ない場合の種類は？,限定付適正・不適正・意見不表明です。,
社外取締役の独立性基準は？,会社・主要株主・取引先などからの独立が必要です。,
株主総会の普通決議事項は？,剰余金配当・役員選任・計算書類承認などです。,
取締役会の決議要件は？,過半数の出席と出席取締役の過半数です。,
IR活動で開示する情報は？,決算短信・適時開示情報・中期経営計画などです。,
TCFD提言の開示項目は？,ガバナンス・戦略・リスク管理・指標と目標です。,
SBTの対象範囲は？,Scope1・2（必須）・Scope3（推奨）です。,
人的資本開示の主な項目は？,多様性・育成・エンゲージメント・健康経営などです。,
DE&I推進の具体策は？,女性管理職比率目標・障がい者雇用・LGBTQ+施策です。,
エンゲージメント調査の実施頻度は？,年1回以上が一般的です。,
離職率が高い原因として多いのは？,給与不満・ワークライフバランス・人間関係です。,
採用コストを抑える方法は？,リファラル採用・自社メディア活用・indeed活用などです。,
OJTとOff-JTの組み合わせは？,OJTで実務習得、Off-JTで知識補完です。,
ジョブ型雇用のメリットは？,職務明確で成果主義がしやすいことです。,
メンバーシップ型雇用のデメリットは？,配置転換が多くモチベーション低下リスクです。,
無期転換後の不合理な待遇差は？,同一労働同一賃金法で禁止されます。,
労基署の是正勧告に従わないと？,罰金や懲役・企業名公表の可能性があります。,
管理監督者の残業代は？,労働時間規制適用外ですが、健康確保措置が必要です。,
